request_id,tenant_id,apartment_id,request_date,start_month,duration
11622,977,923,2023-01-09,2023-04,15
11624,119,1276,2020-03-12,2020-08,9
11626,611,34,2023-10-21,2024-07,9
11635,46,1289,2020-04-20,2021-01,16
11642,671,2361,2022-05-31,2022-10,5
11643,349,2778,2023-07-20,2024-02,9
11646,355,1791,2024-01-29,2024-10,10
11649,152,1463,2024-03-09,2024-05,23
11652,767,743,2021-06-22,2022-04,16
11653,859,262,2024-03-19,2024-09,21
11656,934,211,2020-01-27,2021-01,23
11664,702,247,2022-06-14,2022-09,8
11672,63,399,2021-04-16,2022-04,11
11689,969,196,2023-09-09,2024-07,6
11695,612,1557,2023-03-18,2023-11,21
11696,378,1784,2022-03-27,2022-09,6
11699,728,1857,2020-10-08,2021-07,20
11703,958,2992,2023-10-24,2024-04,5
11708,466,1674,2024-02-10,2024-10,5
11715,829,2981,2022-12-23,2023-03,8
11718,284,2881,2020-02-02,2020-11,10
11720,651,2926,2020-01-06,2020-03,5
11725,298,2307,2021-11-01,2021-12,5
11741,406,1002,2020-07-18,2021-06,14
11745,382,2295,2021-11-18,2022-08,14
11746,317,2115,2023-12-29,2024-08,4
11752,736,80,2023-11-09,2024-02,18
11761,307,2369,2022-05-13,2022-09,14
11770,821,1266,2022-06-08,2022-09,8
11775,373,1219,2024-08-18,2024-09,4
11778,285,2001,2021-06-18,2022-04,20
11785,767,2051,2023-06-15,2023-10,3
11790,925,1418,2023-12-05,2024-09,8
11801,657,1163,2021-08-20,2022-01,5
11805,132,786,2023-12-11,2024-09,5
11806,238,658,2021-08-18,2021-12,10
11822,675,785,2024-02-20,2024-11,17
11823,435,549,2022-02-13,2022-07,23
11828,881,2852,2022-02-19,2022-04,23
11831,689,246,2022-07-09,2023-03,6
11834,115,648,2021-03-30,2022-01,11
11840,471,1055,2020-12-12,2021-04,3
11846,377,268,2020-05-18,2021-05,19
11847,804,193,2021-06-06,2021-08,11
11848,766,789,2023-01-02,2023-11,20
11850,678,2728,2022-10-19,2022-11,5
11859,678,1798,2024-01-18,2024-08,4
11861,762,1010,2020-06-26,2020-09,3
11862,569,1408,2021-07-12,2022-04,24
11875,251,2752,2023-10-06,2024-05,22
11876,108,1278,2021-02-16,2021-04,20
11877,175,746,2020-11-30,2021-02,5
11881,619,1252,2021-12-23,2022-04,8
11887,102,363,2021-07-02,2022-03,7
11898,278,2741,2022-11-14,2023-11,4
11902,495,1012,2022-07-06,2023-02,10
11912,828,2699,2023-09-13,2024-04,17
11915,484,2212,2022-02-03,2022-09,20
11917,204,15,2021-09-08,2022-08,6
11921,553,81,2022-03-09,2023-03,20
11924,914,2976,2021-11-25,2021-12,21
11930,732,1801,2023-06-14,2023-12,8
11932,694,2434,2020-04-26,2020-05,13
11938,698,2202,2021-07-16,2021-11,22
11940,418,1555,2023-10-19,2024-06,5
11942,121,858,2021-12-14,2022-06,23
11945,319,1766,2021-12-20,2022-07,11
11946,119,2222,2020-07-29,2020-11,12
11951,197,2159,2023-10-13,2024-04,8
11953,992,1291,2023-05-03,2023-10,23
11955,47,2754,2022-12-25,2023-04,6
11967,741,1339,2021-02-04,2021-09,14
11969,904,954,2024-05-05,2024-11,23
12002,724,415,2021-11-04,2022-10,22
12011,808,1184,2023-11-12,2024-02,22
12015,657,1100,2024-01-05,2024-06,20
12025,615,1556,2022-11-26,2023-11,12
12028,486,214,2024-07-21,2024-09,18
12044,692,920,2022-12-29,2023-06,20
12051,488,1732,2020-12-08,2021-08,11
12056,608,1083,2020-08-18,2021-07,6
12065,653,1178,2020-10-30,2021-08,12
12066,132,2215,2022-06-26,2022-09,14
12069,698,2404,2021-08-31,2021-09,5
12073,941,1,2020-04-04,2020-10,22
12080,83,1961,2020-10-21,2021-01,24
12083,195,2362,2021-03-21,2022-02,21
12093,303,429,2021-06-15,2022-05,20
12100,565,110,2020-06-05,2020-09,8
12112,379,790,2020-01-13,2021-01,11
12114,235,24,2023-11-15,2024-10,10
12115,999,1723,2020-03-03,2020-07,3
12119,700,2041,2024-01-04,2024-09,23
12126,442,2538,2021-12-08,2022-07,20
12128,708,576,2023-10-09,2024-10,15
12135,973,284,2022-07-14,2023-03,5
12141,63,2724,2020-08-08,2021-07,21
12163,503,401,2021-06-03,2022-03,19
12167,569,998,2022-05-22,2023-01,11
12169,376,1702,2021-02-04,2021-08,15
12171,153,2418,2022-10-25,2023-04,24
12185,199,388,2021-06-29,2022-03,7
12198,505,2781,2024-01-24,2024-02,11
12201,283,1373,2023-12-13,2024-02,15
12207,456,1158,2020-02-19,2020-09,17
12221,477,1687,2024-05-05,2024-12,7
12224,22,1325,2020-10-21,2021-10,11
12228,258,1749,2021-01-16,2022-01,10
12229,994,1658,2023-04-17,2023-11,5
12233,64,113,2024-05-11,2024-07,7
12238,333,1808,2021-09-13,2022-05,21
12241,589,777,2021-11-01,2022-02,4
12246,819,2696,2021-05-09,2022-01,22
12247,301,1210,2021-01-24,2021-06,10
12268,133,2323,2021-12-22,2022-04,4
12280,556,2130,2020-01-12,2020-11,16
12282,156,176,2024-01-31,2024-05,22
12283,858,928,2022-03-07,2023-03,13
12297,241,2831,2024-01-17,2024-09,6
12299,936,1375,2023-06-17,2024-04,12
12300,558,2340,2023-06-28,2024-03,7
12303,260,2856,2020-09-03,2021-09,5
12309,40,524,2021-05-24,2021-08,6
12316,165,556,2024-03-23,2024-09,11
12317,12,1007,2021-03-29,2021-09,6
12323,409,1924,2023-01-12,2023-03,18
12325,987,761,2023-01-23,2023-04,17
12329,450,302,2023-06-30,2023-07,9
12336,406,996,2022-05-15,2022-10,22
12339,18,1544,2020-04-13,2020-10,9
12344,474,1880,2020-11-18,2021-02,16
12348,810,2783,2023-09-14,2024-09,20
12357,774,805,2021-07-03,2022-07,14
12374,132,2676,2021-12-18,2022-02,15
12380,498,1349,2023-09-28,2024-05,3
12389,253,2923,2022-11-04,2023-01,20
12390,937,2437,2022-06-10,2022-11,24
12394,837,724,2023-04-14,2024-03,13
12395,698,2470,2023-08-24,2023-12,18
12416,246,1297,2020-03-11,2020-05,19
12420,579,2853,2023-03-30,2023-05,24
12430,532,2311,2022-03-05,2022-10,16
12431,912,2179,2020-01-06,2020-06,23
12439,346,368,2023-08-19,2023-12,22
12440,243,596,2022-01-18,2022-08,20
12443,624,1139,2020-07-23,2021-02,18
12445,254,1434,2021-11-27,2022-02,20
12446,610,1279,2022-05-16,2022-11,21
12452,27,2710,2020-04-15,2021-03,14
12459,112,2235,2023-10-05,2024-03,10
12466,597,402,2023-07-30,2024-03,18
12475,259,2673,2020-10-22,2020-12,18
12481,36,2924,2020-04-01,2020-11,22
12483,781,1719,2020-09-28,2021-03,7
12485,763,511,2023-09-09,2023-10,3
12500,562,2302,2023-09-28,2024-04,18
12508,897,2756,2020-01-10,2020-12,9
12511,362,716,2021-11-05,2022-02,12
12517,898,2445,2024-08-09,2024-09,6
12520,534,536,2023-04-23,2023-06,13
12522,395,2838,2021-04-11,2021-09,15
12536,810,1588,2021-09-26,2021-11,10
12540,363,2982,2022-05-20,2022-09,11
12544,174,2490,2024-04-28,2024-05,20
12546,726,2703,2022-10-19,2022-12,9
12558,150,1650,2020-03-12,2020-12,14
12559,38,2614,2023-04-14,2024-04,17
12570,239,521,2024-06-26,2024-12,24
12574,123,1625,2022-02-25,2022-04,19
12575,892,643,2021-03-02,2021-05,10
12577,860,1703,2022-11-10,2023-05,13
12580,240,787,2020-05-07,2020-09,12
12584,387,2325,2023-09-01,2024-07,15
12585,210,770,2024-05-17,2024-12,17
12597,537,2060,2020-05-20,2020-09,14
12599,537,2449,2023-05-11,2023-06,9
12608,421,2847,2022-04-04,2022-05,4
12613,454,2820,2020-09-26,2021-06,18
12615,95,708,2022-05-05,2022-10,3
12619,293,112,2023-06-25,2024-03,3
12633,210,1433,2022-08-12,2023-03,15
12654,215,1618,2022-02-21,2022-11,5
12655,800,655,2024-04-26,2024-11,22
12656,25,1789,2021-08-07,2021-12,23
12658,410,1902,2020-02-18,2021-02,18
12672,57,2233,2022-07-26,2023-02,4
12673,771,821,2023-08-20,2024-01,14
12688,919,1935,2022-05-26,2023-05,8
12689,73,2338,2022-01-16,2022-08,6
12691,34,1053,2020-09-23,2021-04,21
12694,805,1968,2023-07-17,2024-05,9
12700,49,2868,2020-10-16,2021-02,14
12719,143,530,2021-03-27,2021-09,13
12724,608,2101,2020-08-10,2021-05,10
12726,71,1854,2023-06-01,2023-07,22
12737,600,2885,2021-02-14,2021-05,20
12738,529,2099,2020-08-16,2021-04,17
12755,371,1359,2022-04-13,2022-10,16
12756,549,1161,2021-05-06,2021-06,24
12761,137,2593,2023-05-20,2023-11,9
12764,953,820,2021-12-22,2022-01,15
12765,122,1417,2020-01-17,2020-02,16
12768,655,2989,2022-11-20,2023-10,11
12769,650,438,2021-11-04,2022-01,10
12786,217,887,2023-01-18,2023-10,17
12790,768,1851,2023-12-11,2024-04,19
12791,274,1585,2021-05-15,2021-09,19
12794,241,2374,2023-08-19,2023-11,23
12805,359,1274,2020-02-18,2020-04,9
12819,33,446,2021-03-03,2021-09,9
12826,406,1186,2020-08-05,2021-03,22
12835,754,1168,2021-07-20,2021-08,16
12836,967,635,2020-01-31,2020-03,19
12838,216,2216,2022-01-19,2022-11,15
12845,706,2369,2022-07-23,2022-11,19
12848,530,2113,2020-06-10,2020-08,18
12857,805,2472,2022-05-01,2022-06,23
12863,983,41,2022-01-15,2022-02,9
12870,589,395,2022-11-15,2023-11,6
12874,255,2998,2021-06-25,2021-11,21
12875,285,158,2022-01-03,2023-01,11
12886,180,2794,2023-11-24,2024-10,6
12888,299,1546,2022-06-15,2023-03,18
12889,380,1032,2021-06-14,2022-04,14
12905,491,1073,2020-03-30,2020-12,20
12908,908,1839,2022-09-22,2023-02,16
12909,789,568,2022-10-05,2023-02,22
12932,335,580,2024-07-27,2024-10,11
12936,803,2184,2023-03-28,2024-02,9
12938,278,686,2022-09-29,2023-07,16
12940,662,2774,2020-08-20,2021-07,21
12941,269,2990,2024-06-10,2024-10,5
12950,171,1801,2022-06-14,2022-12,17
12961,901,2651,2024-03-09,2024-10,22
12965,982,1466,2020-08-10,2020-11,15
12970,70,1703,2023-04-23,2024-03,19
12976,799,621,2020-06-24,2020-11,22
12988,715,1189,2022-10-18,2023-07,3
12990,411,929,2021-05-21,2021-06,10
13002,961,1528,2022-05-07,2022-08,8
13005,757,1417,2021-12-21,2022-06,19
13010,407,1270,2022-02-02,2022-12,17
13011,723,1850,2020-03-11,2020-05,4
13018,638,862,2021-04-17,2021-10,16
13022,767,1641,2023-12-25,2024-01,7
13023,579,1377,2020-05-06,2021-04,22
13024,550,1814,2024-01-12,2024-12,21
13027,454,1517,2023-09-03,2024-09,6
13029,311,2807,2020-01-14,2020-07,22
13038,437,2864,2020-03-06,2020-10,21
13043,932,2561,2020-01-12,2020-10,11
13049,298,909,2021-04-30,2021-06,13
13058,654,2127,2020-10-14,2021-03,9
13064,283,1251,2020-05-28,2021-03,10
13071,646,737,2020-08-08,2021-03,20
13086,599,1572,2021-11-06,2022-10,11
13092,56,2841,2022-03-19,2022-06,3
13094,126,435,2022-05-11,2022-08,6
13096,141,645,2023-12-24,2024-07,5
13103,514,2489,2022-02-22,2022-10,19
13107,631,2667,2020-12-30,2021-03,18
13114,841,2387,2020-08-02,2021-01,12
13131,860,1072,2020-06-12,2021-01,24
13139,990,976,2021-03-24,2021-07,10
13140,768,1067,2023-10-14,2024-01,17
13141,974,240,2021-01-19,2021-06,22
13149,963,2454,2020-02-02,2020-10,22
13151,595,325,2022-03-19,2023-03,21
13158,517,1096,2024-08-21,2024-10,12
13160,431,2304,2023-09-01,2024-06,19
13163,639,929,2021-12-14,2022-11,12
13165,84,193,2024-03-15,2024-04,14
13166,953,2097,2021-09-19,2022-09,16
13176,890,1990,2020-03-16,2020-05,17
13177,938,1762,2020-11-13,2021-04,6
13178,343,2046,2021-07-06,2022-04,17
13179,764,370,2024-08-27,2024-09,19
13181,355,2060,2023-03-11,2023-10,18
13189,470,1135,2020-06-05,2020-11,12
13195,992,358,2021-05-02,2021-10,19
13204,196,2776,2021-01-09,2021-07,12
13210,851,1926,2020-02-12,2020-03,20
13212,410,2465,2020-01-31,2020-03,19
13215,515,951,2023-05-08,2024-05,15
13224,272,1623,2023-08-11,2024-05,22
13230,555,2039,2024-11-25,2024-12,5
13238,662,397,2022-09-16,2023-04,23
13253,388,1801,2022-04-06,2022-12,18
13261,742,160,2020-09-09,2021-03,22
13263,973,2037,2020-06-16,2020-07,6
13264,783,1427,2023-01-16,2023-06,4
13274,279,2787,2021-02-14,2021-06,15
13278,855,953,2024-02-02,2024-03,3
13286,997,1329,2021-04-10,2021-06,8
13288,777,1224,2020-09-14,2021-05,8
13289,356,1466,2022-09-07,2023-01,21
13293,136,1765,2020-06-30,2021-05,3
13295,318,564,2023-11-04,2024-07,21
13302,666,179,2023-12-31,2024-08,13
13303,914,1591,2021-02-17,2021-10,3
13306,445,184,2022-01-13,2023-01,21
13315,420,1504,2023-12-06,2024-12,17
13320,477,2412,2020-09-22,2021-04,23
13321,517,989,2020-12-25,2021-04,13
13322,338,206,2024-09-20,2024-10,3
13329,251,2804,2020-08-16,2021-05,14
13333,640,1319,2021-01-26,2021-11,7
13336,522,1150,2022-07-06,2023-04,5
13350,370,1404,2021-11-06,2022-10,3
13352,985,1523,2023-05-03,2023-09,12
13357,658,611,2023-08-03,2023-09,24
13360,643,1620,2021-11-05,2022-06,23
13368,483,1819,2022-01-22,2022-02,5
13373,818,2482,2020-10-02,2021-04,8
13374,565,2885,2020-04-18,2021-03,24
13380,993,2826,2021-11-15,2022-07,14
13385,855,1661,2022-03-07,2023-01,10
13405,734,943,2020-10-31,2021-05,21
13408,133,1742,2021-04-18,2021-05,11
13420,199,2674,2020-09-30,2021-09,17
13427,138,1117,2021-09-20,2022-05,20
13430,705,1486,2023-11-30,2024-03,14
13450,427,248,2022-12-11,2023-10,10
13453,246,1603,2020-06-27,2020-07,12
13454,624,659,2022-12-01,2023-02,22
13456,445,1627,2024-03-06,2024-07,23
13457,435,2279,2022-12-25,2023-02,7
13463,514,2069,2022-05-17,2023-01,8
13472,353,1575,2022-08-27,2023-02,16
13479,460,156,2020-10-09,2020-12,3
13487,916,801,2024-02-20,2024-07,22
13492,739,2921,2023-02-01,2024-01,19
13493,987,989,2024-02-20,2024-09,4
13500,707,884,2021-09-08,2022-05,24
13501,522,1239,2024-03-17,2024-08,13
13510,424,2946,2021-06-19,2022-02,7
13512,593,520,2024-03-19,2024-11,11
13514,851,2127,2023-12-19,2024-11,14
13516,439,1692,2023-03-24,2023-04,18
13520,379,2329,2023-01-28,2023-12,21
13527,948,2052,2022-11-04,2023-07,19
13533,41,2747,2020-04-01,2020-11,15
13534,971,1573,2021-12-23,2022-04,16
13552,405,1125,2022-04-04,2022-11,13
13555,327,904,2020-02-07,2021-01,16
13567,727,2683,2021-05-28,2021-06,20
13577,740,1507,2023-07-14,2023-09,4
13580,47,930,2023-01-24,2023-03,22
13581,570,2758,2020-12-31,2021-10,13
13582,556,1400,2020-12-30,2021-02,6
13589,145,287,2022-02-02,2023-01,18
13592,758,2284,2021-01-22,2021-05,6
13601,962,2083,2023-05-12,2023-10,6
13607,745,141,2020-06-30,2021-04,3
13613,683,161,2022-07-19,2022-10,18
13623,862,2751,2023-05-01,2024-03,14
13626,498,391,2022-05-05,2023-04,23
13628,387,817,2020-11-16,2021-08,8
13637,782,2929,2021-05-10,2021-06,8
13641,228,1117,2023-06-26,2023-09,11
13644,999,1110,2022-10-04,2023-03,6
13646,211,2131,2023-11-24,2024-07,24
13647,899,1959,2020-07-29,2021-01,20
13656,67,966,2020-07-24,2021-04,6
13665,437,282,2021-04-12,2021-09,7
13666,603,1603,2022-05-26,2022-07,15
13667,456,648,2020-10-18,2020-12,19
13670,555,672,2020-07-06,2021-05,4
13675,849,1205,2021-01-21,2021-05,19
13676,632,2441,2021-05-19,2021-12,3
13677,170,2848,2021-09-21,2022-09,18
13688,958,204,2024-01-20,2024-05,21
13691,873,1243,2021-05-10,2022-03,16
13697,437,2341,2020-06-11,2020-07,19
13701,656,1513,2023-03-30,2023-05,23
13732,224,178,2024-03-28,2024-05,7
13735,365,352,2023-11-28,2024-04,10
13741,10,440,2021-06-08,2022-04,11
13746,782,2809,2021-04-26,2021-05,16
13750,14,1583,2023-06-12,2024-01,21
13757,791,1747,2021-01-07,2021-05,24
13759,124,2460,2022-12-21,2023-11,4
13764,839,1860,2020-09-24,2021-04,16
13778,184,1256,2023-03-02,2023-12,8
13779,576,2547,2020-01-14,2020-10,15
13781,5,909,2021-01-02,2021-07,14
13787,951,566,2023-11-07,2023-12,6
13789,251,2081,2021-02-15,2021-04,14
13794,557,1705,2023-01-22,2023-02,20
13803,724,2925,2023-12-13,2024-04,20
13807,787,2920,2022-04-19,2022-07,12
13814,10,393,2022-07-06,2023-06,12
13820,614,437,2023-05-17,2023-10,20
13821,167,67,2020-03-09,2020-04,5
13826,933,1620,2023-05-12,2024-02,21
13836,408,17,2023-09-13,2023-11,14
13837,743,2080,2023-09-07,2024-09,22
13838,843,187,2023-09-04,2024-03,23
13850,385,1629,2022-09-07,2023-02,10
13855,961,1351,2021-09-03,2022-08,16
13858,769,2803,2021-10-20,2022-02,22
13862,408,809,2021-02-17,2022-02,17
13866,560,446,2023-02-22,2023-03,14
13877,410,758,2023-05-17,2024-02,7
13883,866,2226,2022-11-30,2023-09,21
13884,550,905,2023-10-23,2024-05,21
13886,14,942,2020-12-01,2021-12,13
13887,806,2507,2022-11-23,2023-11,10
13902,320,2685,2022-03-05,2022-04,5
13915,9,1283,2024-01-29,2024-07,9
13921,626,1411,2023-08-18,2023-09,7
13925,311,1491,2021-12-14,2022-08,4
13929,151,643,2023-03-26,2023-09,14
13931,893,2000,2022-03-05,2022-11,23
13937,525,1510,2023-11-14,2024-10,18
13948,457,1266,2021-09-09,2022-09,11
13951,122,1316,2022-12-08,2023-07,22
13979,25,1433,2023-06-06,2024-03,15
13982,208,892,2021-11-16,2022-07,13
13986,139,1218,2024-01-10,2024-08,11
14002,54,2559,2022-11-26,2023-08,17
14018,329,2307,2023-11-29,2024-07,7
14024,324,1022,2021-10-22,2022-05,17
14027,517,518,2020-10-21,2021-04,16
14031,18,638,2020-03-19,2020-06,11
14036,886,527,2022-09-26,2023-04,4
14039,820,17,2022-02-18,2022-04,8
14054,159,1186,2020-07-07,2020-08,12
14066,847,1519,2020-05-17,2021-04,6
14069,825,16,2023-06-04,2023-08,8
14085,666,1650,2021-01-23,2021-10,24
14088,197,978,2024-03-09,2024-10,23
14089,32,1661,2021-01-29,2021-09,8
14092,87,1229,2024-04-23,2024-10,15
14098,996,1438,2020-06-18,2020-11,10
14099,792,1111,2023-06-03,2024-06,15
14103,759,237,2021-05-20,2022-02,15
14111,673,1771,2020-08-26,2021-07,10
14115,556,1739,2021-03-20,2021-05,10
14124,993,1497,2020-02-24,2020-07,17
14128,631,337,2023-02-03,2023-11,17
14131,838,410,2023-02-19,2023-07,14
14136,772,2719,2020-04-08,2021-01,3
14140,290,1273,2023-11-15,2024-07,19
14146,546,1212,2021-08-09,2022-05,6
14149,887,1846,2021-10-30,2021-11,14
14158,687,1547,2023-12-05,2024-09,10
14163,28,809,2021-05-23,2022-02,9
14165,34,1501,2023-05-19,2023-10,22
14166,367,1639,2023-05-17,2023-07,9
14172,552,1286,2023-01-17,2023-05,18
14197,775,2902,2024-07-13,2024-08,22
14219,166,2815,2022-04-23,2022-11,19
14226,166,676,2020-02-27,2020-12,10
14242,978,2531,2021-06-05,2021-08,22
14247,934,1468,2021-01-09,2021-07,18
14248,23,1219,2021-03-07,2021-11,15
14250,164,2667,2021-10-19,2022-04,18
14256,807,118,2021-12-02,2022-10,22
14259,782,60,2020-09-11,2021-09,13
14262,998,457,2021-10-04,2022-03,9
14265,382,1625,2021-01-28,2021-12,18
14270,383,2632,2020-12-11,2021-12,9
14280,766,772,2022-07-01,2022-10,17
14289,197,1354,2024-08-10,2024-12,21
14290,317,1412,2022-06-19,2023-05,9
14292,309,2433,2022-04-11,2022-08,12
14294,986,2524,2024-06-13,2024-12,12
14295,170,2259,2024-05-25,2024-09,13
14300,232,279,2021-05-11,2021-10,16
14309,427,655,2023-01-14,2023-04,12
14310,839,2046,2020-04-15,2020-09,23
14311,174,2919,2020-01-11,2020-05,8
14319,981,632,2022-05-22,2023-02,6
14321,577,633,2020-10-08,2021-05,19
14327,352,1919,2021-11-03,2022-09,12
14341,247,2735,2020-04-04,2021-02,19
14351,347,667,2023-12-31,2024-08,23
14356,408,107,2024-06-18,2024-12,19
14362,194,1810,2024-03-19,2024-08,10
14363,328,2978,2022-01-13,2022-07,24
14365,804,1748,2023-06-01,2024-03,18
14366,545,2140,2023-10-02,2024-03,4
14373,159,2406,2020-04-04,2020-07,10
14382,215,47,2020-09-20,2020-10,24
14384,976,1869,2022-06-16,2023-02,24
14387,966,1116,2020-07-29,2021-07,19
14389,367,1094,2021-09-13,2022-03,20
14406,897,2985,2022-03-27,2022-06,13
14413,680,81,2021-03-03,2022-02,16
14419,974,1126,2021-03-19,2021-11,10
14423,644,2716,2023-08-30,2024-08,20
14426,964,213,2023-07-22,2024-02,16
14446,449,2963,2023-01-13,2023-04,11
14455,377,2089,2024-01-30,2024-04,8
14459,356,2840,2023-09-25,2023-12,20
14473,293,1451,2020-09-19,2020-11,11
14477,383,2228,2020-07-10,2020-10,10
14480,364,2146,2023-07-14,2023-11,9
14489,123,1516,2020-04-19,2021-02,17
14500,97,1816,2022-06-05,2022-09,6
14502,246,1170,2022-12-13,2023-08,23
14504,476,481,2023-01-23,2023-04,10
14506,513,79,2022-07-01,2023-04,9
14508,180,2191,2020-05-13,2020-07,20
14520,372,1704,2023-12-23,2024-08,19
14529,625,161,2020-09-20,2021-07,5
14537,176,850,2023-08-11,2023-12,13
14542,553,1588,2023-07-10,2023-08,13
14543,813,192,2023-09-19,2023-12,16
14558,246,2970,2022-02-27,2023-02,9
14567,939,482,2023-10-24,2024-08,17
14575,443,2303,2024-03-22,2024-07,10
14587,726,1785,2021-12-17,2022-01,18
14594,402,2582,2020-02-11,2020-12,6
14601,305,1369,2023-06-10,2023-08,3
14603,150,491,2022-01-29,2022-10,23
14607,898,458,2022-05-27,2022-09,22
14617,141,550,2023-02-07,2023-10,10
14625,883,2036,2024-01-30,2024-03,22
14634,101,2911,2024-08-21,2024-12,23
14641,537,1954,2020-12-13,2021-05,19
14644,529,2846,2023-09-15,2024-01,19
14649,116,376,2021-07-22,2022-06,20
14656,969,1179,2021-05-25,2022-03,8
14658,815,42,2022-04-29,2022-09,8
14659,755,454,2021-02-06,2021-09,11
14670,337,1763,2023-08-19,2024-06,4
14675,165,164,2024-04-04,2024-05,18
14676,293,1868,2022-08-11,2023-06,5
14677,564,841,2023-01-06,2023-08,3
14682,790,140,2023-07-21,2023-12,7
14683,139,2456,2021-05-30,2022-03,13
14684,314,1221,2020-07-26,2021-04,10
14691,945,314,2023-06-08,2024-05,23
14697,253,365,2023-03-02,2023-10,5
14701,533,1501,2022-09-19,2023-02,8
14702,165,282,2023-04-09,2023-08,14
14709,205,2834,2023-12-22,2024-03,17
14711,665,1171,2021-12-22,2022-01,13
14712,980,1933,2024-05-03,2024-06,24
14717,963,1352,2023-01-25,2023-02,21
14719,431,2083,2022-04-15,2023-02,13
14725,41,2697,2023-05-29,2023-07,20
14734,130,1654,2022-02-18,2022-05,19
14747,182,1003,2023-01-29,2023-06,21
14753,918,618,2020-11-12,2021-09,23
14757,660,1328,2024-05-13,2024-06,13
14761,749,1513,2021-11-19,2022-10,20
14763,109,1932,2021-06-25,2021-11,23
14769,5,170,2023-11-08,2024-10,24
14776,811,1782,2022-06-12,2023-04,5
14777,118,2566,2023-07-24,2023-08,23
14781,520,2314,2023-03-01,2024-01,5
14783,27,36,2020-07-24,2020-11,19
14789,11,1303,2023-10-24,2023-11,21
14793,531,603,2022-12-04,2023-02,18
14796,695,905,2023-03-27,2023-04,19
14797,744,936,2023-05-05,2023-06,17
14802,794,1432,2020-07-04,2020-10,13
14803,252,84,2021-12-07,2022-01,19
14807,853,1031,2022-10-21,2023-10,8
14808,905,2044,2024-05-31,2024-11,3
14836,656,1066,2021-05-12,2021-10,3
14837,740,1069,2023-09-20,2023-11,6
14842,644,2693,2023-08-29,2023-10,5
14847,782,1919,2020-04-15,2021-02,15
14855,177,1364,2021-11-18,2022-03,11
14863,417,2917,2024-01-19,2024-11,12
14898,929,1743,2023-01-13,2023-08,13
14899,132,722,2022-02-21,2022-12,12
14906,859,2155,2022-05-30,2023-04,4
14907,52,1918,2023-09-16,2023-11,20
14909,368,1496,2020-12-05,2021-12,6
14911,901,2784,2022-05-28,2023-04,11
14920,903,1619,2020-10-24,2021-08,7
14927,144,835,2023-04-24,2024-03,15
14928,524,1154,2020-10-30,2021-09,10
14929,554,2285,2022-11-24,2023-09,7
14932,729,1313,2020-03-26,2021-03,9
14933,763,474,2020-09-18,2021-02,22
14938,80,2018,2020-03-05,2020-07,23
14940,545,2893,2020-04-03,2021-01,18
14946,981,1474,2023-11-29,2024-04,15
14947,366,924,2020-06-27,2020-10,3
14950,743,2926,2023-05-06,2023-06,21
14951,429,1680,2022-02-09,2022-12,16
14952,774,2842,2021-03-07,2021-11,23
14959,154,1154,2021-05-25,2021-06,8
14969,569,775,2023-05-01,2023-08,12
14980,552,816,2024-02-25,2024-10,24
14986,130,2243,2021-08-02,2022-04,14
14988,121,2991,2023-03-07,2024-01,20
14991,419,410,2022-01-19,2022-07,21
14992,56,974,2023-04-19,2023-10,15
14995,667,1335,2020-02-09,2020-04,22
15000,62,2385,2020-01-25,2020-07,11
15003,543,1404,2021-10-23,2022-10,24
15015,678,1221,2020-04-10,2021-01,19
15023,181,1688,2021-10-22,2022-03,3
15028,481,2570,2022-05-08,2023-04,5
15034,844,451,2023-04-26,2023-07,18
15037,118,1777,2023-11-04,2024-11,9
15039,391,2440,2023-11-14,2024-08,21
15050,346,1137,2023-12-07,2024-05,22
15065,831,2426,2022-10-20,2023-07,13
15068,55,1043,2021-06-08,2022-01,17
15069,428,571,2021-04-19,2021-09,9
15071,849,204,2020-05-18,2020-06,8
15074,473,1276,2022-06-29,2023-03,18
15075,708,2319,2021-06-08,2022-03,18
15079,544,2591,2023-08-16,2024-01,14
15080,654,1587,2020-03-12,2020-07,7
15083,532,2635,2023-10-23,2024-05,24
15084,951,979,2020-04-24,2020-10,15
15086,506,2243,2020-10-29,2021-01,21
15088,331,631,2024-01-26,2024-07,23
15098,389,2217,2022-05-11,2022-08,3
15110,475,555,2024-09-14,2024-11,24
15123,669,1791,2021-09-05,2022-08,21
15130,891,2783,2023-06-19,2024-05,6
15132,201,1699,2022-01-11,2022-08,10
15147,674,2290,2024-04-04,2024-06,8
15158,493,884,2021-11-02,2022-04,17
15162,527,404,2023-08-03,2023-10,18
15164,688,1073,2020-02-15,2020-03,23
15165,508,2157,2022-11-05,2023-08,22
15166,298,420,2023-09-07,2024-07,13
15167,334,1224,2020-01-12,2020-12,15
15178,486,2284,2024-01-09,2024-09,8
15203,821,299,2021-02-15,2021-08,15
15206,767,2614,2021-09-29,2022-03,18
15213,799,1769,2022-06-18,2023-05,17
15219,933,2852,2023-12-03,2024-01,23
15220,6,2870,2020-02-07,2020-07,10
15221,190,1716,2021-09-03,2022-09,15
15222,552,1873,2020-08-12,2021-02,9
15223,203,1689,2022-06-16,2023-03,11
15226,843,2189,2023-03-06,2024-03,15
15227,557,2183,2024-06-28,2024-10,12
15229,181,1861,2023-08-10,2023-12,8
15235,379,2162,2020-04-01,2020-07,4
15240,684,176,2023-07-30,2023-08,22
15243,441,659,2023-06-08,2024-02,4
